sip, dip, sport, dport, proto, n_packets, length_max, length_min, length_sum, length_ave, length_std, interval_max, interval_min, interval_sum, interval_ave, interval_std,n_dir_change, freq_dir_change, go_n_packets, go_length_max, go_length_min, go_length_sum, go_length_ave, go_length_std, go_length_first, back_n_packets, back_length_max, back_length_min, back_length_sum, back_length_ave, back_length_std, back_length_first
147.32.84.170,147.32.80.9,48768,53,17,2,312,60,372,186.0,126.0,0.0004119873046875,0.0004119873046875,0.0004119873046875,0.0004119873046875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.105,56358,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.00871419906616211,8.296966552734375e-05,0.017889976501464844,0.0029816627502441406,0.004026702826077568,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,209.85.148.147,33350,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009102106094360352,0.000102996826171875,0.018203020095825195,0.003640604019165039,0.004304614202697989,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,184.72.106.140,52182,80,6,12,593,52,1502,125.16666666666667,163.14044733160307,4.401140928268433,4.0531158447265625e-06,8.167335033416748,0.7424850030378862,1.5044629467872626,7,0.6363636363636364,6,593,52,873,145.5,200.18137609011816,60,6,353,52,629,104.83333333333333,111.04115853542275,60,
147.32.84.170,74.125.232.215,43840,443,6,45,1470,52,8127,180.6,312.1173141268805,77.8866720199585,6.9141387939453125e-06,291.1232080459595,6.616436546499079,14.945902134774094,32,0.7272727272727273,25,1470,52,5624,224.96,401.41644012172696,60,20,456,52,2503,125.15,110.61341464759144,60,
147.32.84.170,98.129.4.72,38389,80,6,11,749,52,1605,145.9090909090909,211.34394825215583,5.000281810760498,0.0001277923583984375,10.438715934753418,1.0438715934753418,1.969707219956074,7,0.7,6,749,52,1017,169.5,259.17674149763775,60,5,372,52,588,117.6,127.23773025325468,60,
147.32.84.170,147.32.80.9,35634,53,17,2,185,67,252,126.0,59.0,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0003180503845214844,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,55057,53,17,2,149,67,216,108.0,41.0,0.0003199577331542969,0.0003199577331542969,0.0003199577331542969,0.0003199577331542969,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,209.85.148.99,44036,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009277105331420898,6.9141387939453125e-06,0.01803302764892578,0.0036066055297851564,0.004348955733801656,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.164,147.32.80.9,39875,53,17,2,195,67,262,131.0,64.0,0.03586697578430176,0.03586697578430176,0.03586697578430176,0.03586697578430176,0.0,1,1.0,1,67,67,67,67,0.0,67,1,195,195,195,195,0.0,195,
147.32.84.170,209.85.148.104,56182,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009035110473632812,1.2874603271484375e-05,0.01801300048828125,0.00360260009765625,0.0043191034876064235,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,32789,53,17,2,312,60,372,186.0,126.0,0.0006589889526367188,0.0006589889526367188,0.0006589889526367188,0.0006589889526367188,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,45914,53,17,2,130,60,190,95.0,35.0,0.0002968311309814453,0.0002968311309814453,0.0002968311309814453,0.0002968311309814453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,130,130,130,130,0.0,130,
147.32.84.170,209.85.148.106,33427,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008965015411376953,1.4066696166992188e-05,0.01784515380859375,0.00356903076171875,0.004235616594746259,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,49715,53,17,2,288,61,349,174.5,113.5,0.00045609474182128906,0.00045609474182128906,0.00045609474182128906,0.00045609474182128906,0.0,1,1.0,1,61,61,61,61,0.0,61,1,288,288,288,288,0.0,288,
147.32.84.170,147.32.80.9,35215,53,17,2,312,60,372,186.0,126.0,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0002880096435546875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.147,43484,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008893966674804688,1.1920928955078125e-05,0.017830848693847656,0.0035661697387695313,0.00425999429951101,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,60959,53,17,2,312,60,372,186.0,126.0,0.0005009174346923828,0.0005009174346923828,0.0005009174346923828,0.0005009174346923828,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,32814,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00909280776977539,1.3113021850585938e-05,0.018397092819213867,0.0036794185638427735,0.0043833576651989324,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,37684,53,17,2,111,62,173,86.5,24.5,0.00030612945556640625,0.00030612945556640625,0.00030612945556640625,0.00030612945556640625,0.0,1,1.0,1,62,62,62,62,0.0,62,1,111,111,111,111,0.0,111,
147.32.84.170,209.85.148.105,50100,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008913993835449219,7.104873657226562e-05,0.017965078353881836,0.0035930156707763674,0.0042643484791434335,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,54854,53,17,2,149,67,216,108.0,41.0,0.00021386146545410156,0.00021386146545410156,0.00021386146545410156,0.00021386146545410156,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,41345,53,17,2,312,60,372,186.0,126.0,0.0004401206970214844,0.0004401206970214844,0.0004401206970214844,0.0004401206970214844,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,53771,53,17,2,129,68,197,98.5,30.5,0.0002639293670654297,0.0002639293670654297,0.0002639293670654297,0.0002639293670654297,0.0,1,1.0,1,68,68,68,68,0.0,68,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,58911,53,17,2,312,60,372,186.0,126.0,0.0003769397735595703,0.0003769397735595703,0.0003769397735595703,0.0003769397735595703,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.147,43523,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.008955001831054688,5.9604644775390625e-06,0.018245935440063477,0.0030409892400105796,0.00417422176444761,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,195.24.233.55,39060,80,6,10,383,52,1078,107.8,110.93854154440648,0.24432897567749023,2.2172927856445312e-05,0.3541560173034668,0.039350668589274086,0.07363077965056658,7,0.7777777777777778,5,263,52,479,95.8,83.65739656479874,60,5,383,52,599,119.8,131.63646911095725,60,
147.32.84.170,147.32.80.9,37585,53,17,4,348,60,782,195.5,135.10273868430647,2676.345705986023,0.0002930164337158203,2676.34640789032,892.1154692967733,1261.641299561048,3,1.0,2,62,60,122,61.0,1.0,62,2,348,312,660,330.0,18.0,348,
147.32.84.170,209.85.148.99,36674,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009218931198120117,6.198883056640625e-05,0.018594026565551758,0.0030990044275919595,0.00420739915120873,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,34435,53,17,2,312,60,372,186.0,126.0,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.00041103363037109375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.99,49161,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009007930755615234,6.9141387939453125e-06,0.018032073974609375,0.003005345662434896,0.0041349814301431375,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,195.24.233.55,55535,80,6,10,384,52,1079,107.9,111.1867348203013,0.16247296333312988,5.507469177246094e-05,0.2713048458099365,0.030144982867770724,0.0484829966012629,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,42676,53,17,2,312,60,372,186.0,126.0,0.00035691261291503906,0.00035691261291503906,0.00035691261291503906,0.00035691261291503906,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,37765,53,17,2,312,60,372,186.0,126.0,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,50233,80,6,13,60,52,708,54.46153846153846,3.6923076923077094,4869.992107868195,1.2159347534179688e-05,4870.028727054596,405.8357272545497,1345.9937927303495,8,0.6666666666666666,8,60,52,432,54.0,3.4641016151377544,60,5,60,52,276,55.2,3.919183588453043,60,
147.32.84.170,209.85.148.147,36418,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008994102478027344,7.700920104980469e-05,0.0182950496673584,0.0036590099334716797,0.004338568630968697,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,91.189.89.59,49687,443,6,20,1500,52,7067,353.35,500.34960527615084,0.03275299072265625,5.9604644775390625e-06,0.17767810821533203,0.009351479379754318,0.012871219875594924,10,0.5263157894736842,10,409,52,1190,119.0,114.45348400114345,60,10,1500,52,5877,587.7,614.6218430872759,60,
147.32.84.170,147.32.80.9,55336,53,17,2,312,60,372,186.0,126.0,0.00045299530029296875,0.00045299530029296875,0.00045299530029296875,0.00045299530029296875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.113.232.82,58950,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,11.82263708114624,2.47955322265625e-05,11.823765993118286,2.3647531986236574,4.728941946386711,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,41329,53,17,2,61,61,122,61.0,0.0,0.2468109130859375,0.2468109130859375,0.2468109130859375,0.2468109130859375,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,59237,53,17,2,312,60,372,186.0,126.0,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,53277,53,17,2,145,63,208,104.0,41.0,0.00026607513427734375,0.00026607513427734375,0.00026607513427734375,0.00026607513427734375,0.0,1,1.0,1,63,63,63,63,0.0,63,1,145,145,145,145,0.0,145,
147.32.84.170,147.32.80.9,37746,53,17,2,185,67,252,126.0,59.0,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.00041604042053222656,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,36943,53,17,2,136,62,198,99.0,37.0,0.08024406433105469,0.08024406433105469,0.08024406433105469,0.08024406433105469,0.0,1,1.0,1,62,62,62,62,0.0,62,1,136,136,136,136,0.0,136,
147.32.84.170,147.32.80.9,50084,53,17,2,312,60,372,186.0,126.0,0.00036907196044921875,0.00036907196044921875,0.00036907196044921875,0.00036907196044921875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,39269,53,17,2,312,60,372,186.0,126.0,0.0004711151123046875,0.0004711151123046875,0.0004711151123046875,0.0004711151123046875,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,74.125.232.216,54605,443,6,39,1470,52,7769,199.2051282051282,331.4340387241232,73.73827600479126,6.198883056640625e-06,312.0724411010742,8.212432660554585,15.565365719949027,28,0.7368421052631579,22,1470,52,5468,248.54545454545453,422.4600817369104,60,17,456,52,2301,135.35294117647058,117.53044220239563,60,
147.32.84.170,147.32.80.9,59285,53,17,4,149,61,369,92.25,34.766183282034284,14499.688969135284,0.00019288063049316406,14499.706170082092,4833.235390027364,6835.21487581563,3,1.0,2,67,61,128,64.0,3.0,61,2,149,92,241,120.5,28.5,92,
147.32.84.170,209.85.148.105,49887,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008918046951293945,5.984306335449219e-05,0.018030166625976562,0.0036060333251953123,0.004274754457847328,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,195.24.233.55,56713,80,6,10,384,52,1079,107.9,111.1867348203013,0.12106895446777344,0.00010204315185546875,0.23241901397705078,0.025824334886338975,0.036171040658285615,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,43301,53,17,2,185,67,252,126.0,59.0,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,147.32.80.9,47477,53,17,2,149,67,216,108.0,41.0,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.00034499168395996094,0.0,1,1.0,1,67,67,67,67,0.0,67,1,149,149,149,149,0.0,149,
147.32.84.170,147.32.80.9,45255,53,17,2,244,68,312,156.0,88.0,0.03576207160949707,0.03576207160949707,0.03576207160949707,0.03576207160949707,0.0,1,1.0,1,68,68,68,68,0.0,68,1,244,244,244,244,0.0,244,
147.32.84.170,209.85.148.106,40825,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008758068084716797,1.0967254638671875e-05,0.017724037170410156,0.0035448074340820312,0.004242576512311097,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,40265,53,17,2,312,60,372,186.0,126.0,0.0003609657287597656,0.0003609657287597656,0.0003609657287597656,0.0003609657287597656,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59033,53,17,2,136,60,196,98.0,38.0,0.00021696090698242188,0.00021696090698242188,0.00021696090698242188,0.00021696090698242188,0.0,1,1.0,1,60,60,60,60,0.0,60,1,136,136,136,136,0.0,136,
147.32.84.170,209.85.148.106,40614,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008756160736083984,7.700920104980469e-05,0.017778873443603516,0.003555774688720703,0.0042215685279041945,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,49710,53,17,2,312,60,372,186.0,126.0,0.0004000663757324219,0.0004000663757324219,0.0004000663757324219,0.0004000663757324219,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.104,55413,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008974075317382812,7.605552673339844e-05,0.01799798011779785,0.00359959602355957,0.004286512131325853,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,36721,53,17,2,312,60,372,186.0,126.0,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0002830028533935547,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,53354,53,17,2,145,63,208,104.0,41.0,0.00030493736267089844,0.00030493736267089844,0.00030493736267089844,0.00030493736267089844,0.0,1,1.0,1,63,63,63,63,0.0,63,1,145,145,145,145,0.0,145,
147.32.84.170,147.32.80.9,38740,53,17,2,312,60,372,186.0,126.0,0.0004341602325439453,0.0004341602325439453,0.0004341602325439453,0.0004341602325439453,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,195.24.233.55,38458,80,6,10,384,52,1079,107.9,111.1867348203013,0.10073494911193848,3.814697265625e-06,0.21412920951843262,0.023792134390936956,0.03031898755774057,5,0.5555555555555556,5,263,52,479,95.8,83.65739656479874,60,5,384,52,600,120.0,132.03635862897764,60,
147.32.84.170,147.32.80.9,40462,53,17,2,123,67,190,95.0,28.0,0.00024890899658203125,0.00024890899658203125,0.00024890899658203125,0.00024890899658203125,0.0,1,1.0,1,67,67,67,67,0.0,67,1,123,123,123,123,0.0,123,
147.32.84.170,147.32.80.9,57471,53,17,2,312,60,372,186.0,126.0,0.0004191398620605469,0.0004191398620605469,0.0004191398620605469,0.0004191398620605469,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,49701,53,17,2,61,61,122,61.0,0.0,0.2343428134918213,0.2343428134918213,0.2343428134918213,0.2343428134918213,0.0,1,1.0,1,61,61,61,61,0.0,61,1,61,61,61,61,0.0,61,
147.32.84.170,147.32.80.9,45028,53,17,2,453,61,514,257.0,196.0,0.0003409385681152344,0.0003409385681152344,0.0003409385681152344,0.0003409385681152344,0.0,1,1.0,1,61,61,61,61,0.0,61,1,453,453,453,453,0.0,453,
147.32.84.170,147.32.80.9,48974,53,17,2,312,60,372,186.0,126.0,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0003809928894042969,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,49657,53,17,2,312,60,372,186.0,126.0,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.00044798851013183594,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,33075,53,17,2,185,67,252,126.0,59.0,0.0002980232238769531,0.0002980232238769531,0.0002980232238769531,0.0002980232238769531,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,195.113.232.97,46317,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,11.945721864700317,0.00010085105895996094,11.947137832641602,2.3894275665283202,4.778147153558632,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.103,42007,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.00876307487487793,8.392333984375e-05,0.017819881439208984,0.003563976287841797,0.00424252555442364,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,147.32.80.9,51790,53,17,2,129,61,190,95.0,34.0,0.11355018615722656,0.11355018615722656,0.11355018615722656,0.11355018615722656,0.0,1,1.0,1,61,61,61,61,0.0,61,1,129,129,129,129,0.0,129,
147.32.84.170,147.32.80.9,53986,53,17,2,312,60,372,186.0,126.0,0.00041413307189941406,0.00041413307189941406,0.00041413307189941406,0.00041413307189941406,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,55007,53,17,2,312,60,372,186.0,126.0,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0003509521484375,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,59468,53,17,2,312,60,372,186.0,126.0,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0003139972686767578,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,56686,53,17,2,185,67,252,126.0,59.0,0.00023698806762695312,0.00023698806762695312,0.00023698806762695312,0.00023698806762695312,0.0,1,1.0,1,67,67,67,67,0.0,67,1,185,185,185,185,0.0,185,
147.32.84.170,209.85.148.99,44038,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.008819103240966797,7.581710815429688e-05,0.017735958099365234,0.003547191619873047,0.0042176728868504095,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.148.106,58645,80,6,7,60,52,380,54.285714285714285,3.6140316116210345,0.009090185165405273,5.602836608886719e-05,0.018445968627929688,0.0030743281046549478,0.004185975715928652,4,0.6666666666666666,4,60,52,216,54.0,3.4641016151377544,60,3,60,52,164,54.666666666666664,3.7712361663282468,60,
147.32.84.170,147.32.80.9,60657,53,17,2,312,60,372,186.0,126.0,0.00039005279541015625,0.00039005279541015625,0.00039005279541015625,0.00039005279541015625,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,147.32.80.9,42065,53,17,2,312,60,372,186.0,126.0,0.0003581047058105469,0.0003581047058105469,0.0003581047058105469,0.0003581047058105469,0.0,1,1.0,1,60,60,60,60,0.0,60,1,312,312,312,312,0.0,312,
147.32.84.170,209.85.148.103,45293,80,6,6,60,52,328,54.666666666666664,3.7712361663282468,0.009002923965454102,7.200241088867188e-05,0.018187999725341797,0.0036375999450683595,0.004300568080711599,4,0.8,4,60,52,216,54.0,3.4641016151377544,60,2,60,52,112,56.0,4.0,60,
147.32.84.170,209.85.149.95,56739,80,6,55,1470,52,28336,515.2,652.6397976330784,45.09926199913025,2.86102294921875e-06,249.9875888824463,4.629399794119376,13.134314200605987,21,0.3888888888888889,28,476,52,1888,67.42857142857143,78.64360321431496,60,27,1470,52,26448,979.5555555555555,661.5797778568628,60,
147.32.84.170,147.32.80.9,57431,53,17,4,312,60,744,186.0,126.0,6900.024015903473,0.00024008750915527344,6900.024628162384,2300.008209387461,3252.702370352778,3,1.0,2,60,60,120,60.0,0.0,60,2,312,312,624,312.0,0.0,312,
